股票编号,上市年限,所属行业,所属概念板块
2945,24,建筑业,高校;雄安新区;氢能;预增;融资融券标的;融资融券;标普道琼斯概念;浦东新区;燃料电池
2946,12,制造业,国家队;制造业单项冠军企业;金融改革;大盘蓝筹;融资融券标的;民营银行;融资融券;标普道琼斯概念
2947,1,制造业,机器人;小盘绩优;国产化创新;次新股
2948,21,电力、热力、燃气及水生产和供应业,国家队;火电;征信;民营银行;融资融券标的;新能源;标普道琼斯概念;预增;融资融券;员工持股
2949,2,信息传输、软件和信息技术服务业,网络安全;数字货币;知识产权;地方国企;密码学
2950,22,水利、环境和公共设施管理业,超涨;地方国企;丝绸之路;一带一路
2951,26,电力、热力、燃气及水生产和供应业,含B股的A股;预增;国企混改;国家队;股票质押;地方国企;雄安新区
2952,25,制造业,稀土永磁;东北振兴;ST概念;国家队;石墨烯
2953,6,制造业,预增;国家队;融资融券;行业龙头;机器人;融资融券标的;制造业单项冠军企业;中字头
2954,22,批发和零售业,可转债;期货概念;融资融券;地方国企;含可转债;福建自贸区;融资融券标的;国家队;护城河;标普道琼斯概念
2955,8,制造业,ST概念;可燃冰;标普道琼斯概念;国家队;含H股的A股;页岩气;*ST
2956,1,文化、体育和娱乐业,最小市值;次新股
2957,11,制造业,芯片国产化;消费电子产业;预减;超涨;集成电路;传感器;半导体封测;车联网;半导体产业;5G应用;标普道琼斯概念
2958,1,制造业,次新股;出口型企业
2959,12,制造业,建筑节能;股权转让;预增;超涨;国家队
2960,22,批发和零售业,医药电商;重组;预增;医疗改革;医保概念;地方国企
2961,3,制造业,可转债;标普道琼斯概念;白马股
2962,18,交通运输、仓储和邮政业,融资融券;融资融券标的;标普道琼斯概念;地方国企
2963,9,制造业,制造业单项冠军企业;3D传感;4G;光通信;MSCI中盘;央企;融资融券标的;基站;超涨;中小创蓝筹;科技龙头;融资融券;标普道琼斯概念;5G;国家队;宽带提速;光模块;国企混改;高校;半导体产业;量子技术
2964,21,制造业,融资融券;行业龙头;大消费;大央企重组;央企;电动物流车;新能源汽车;车联网;超涨;MSCI大盘;消费电子产业;标普道琼斯概念;5G应用;证金概念;新能源整车;国家队;含B股的A股;护城河;融资融券标的;参股宁德时代
2965,3,制造业,并购阶段(需定增);智能电网;锂电池
2966,2,制造业,标普道琼斯概念;合资企业;高送转概念;超涨
2967,1,科学研究和技术服务业,次新股
2968,14,制造业,央企;基金重仓(季调);融资融券;轨道交通;军民融合;MSCI中盘;标普道琼斯概念;一带一路;融资融券标的
2969,22,制造业,小盘成长;水泥;超涨;西部水泥;一带一路;股票质押
2970,10,制造业,预增;超涨
2971,8,制造业,预增;大数据;轨道交通;超涨;量子技术;能源互联网;光伏;标普道琼斯概念;股票质押
2972,21,电力、热力、燃气及水生产和供应业,火电;国家队;标普道琼斯概念;融资融券标的;CDM项目;地方国企;融资融券;预减
2973,21,交通运输、仓储和邮政业,证金概念;含H股的A股;大央企重组;融资融券;MSCI大盘;行业龙头;长三角;迪士尼;大飞机;国企混改;融资融券标的;护城河;预减;标普道琼斯概念;国家队;浦东新区;央企
2974,3,制造业,可转债;超涨;含可转债
2975,22,房地产业,特色小镇;地方国企;创投;科技园区;江苏省国资;国家队;预增
2976,18,制造业,股票质押;科技龙头;民营银行;超涨;券商重仓;MSCI中盘;融资融券标的;量子技术;智慧医疗;融资融券;数字中国;二线龙头;智能穿戴;标普道琼斯概念
2977,19,制造业,光通信;国产软硬件;融资融券标的;半导体产业;护城河;激光;自主可控;融资融券;超涨;高校;云计算;小基站;大数据;5G应用;标普道琼斯概念;大消费;数字中国;行业龙头;科技龙头;员工持股;集成电路;MSCI大盘;基站;异质结电池(HIT);IPV6
2978,4,制造业,股票质押;制造业单项冠军企业
2979,3,制造业,高送转概念;小盘成长
2980,7,批发和零售业,O2O;体外诊断;国家队
2981,22,电力、热力、燃气及水生产和供应业,光伏;高送转概念;异质结电池(HIT);护城河;标普道琼斯概念
2982,8,制造业,股票质押;员工持股;国家队;预增;风力发电
2983,21,制造业,出口型企业;锂电池;太赫兹;重组;安防监控
2984,8,制造业,最小市值;国家队
2985,1,水利、环境和公共设施管理业,环保概念;次新股;预增;污水处理
2986,7,制造业,国家队;肺炎概念;预减;生物疫苗
2987,22,制造业,股票质押;高送转概念;大消费;国家队;东北振兴;互联网金融;标普道琼斯概念;黄金珠宝;护城河;员工持股
2988,17,制造业,融资融券;融资融券标的;通用航空;基金重仓(季调);超涨;军民融合;央企;十大军工集团;高端装备制造;航母;标普道琼斯概念;成渝特区;大飞机;航空发动机
2989,11,金融业,蚂蚁金服;护城河;国家队;独角兽概念;基金重仓(季调);中字头;万得A50;证金概念;标普道琼斯概念;富时罗素概念;融资融券标的;沪伦通;行业龙头;MSCI大盘;融资融券;含H股的A股
2990,1,制造业,光模块;次新股;小基站;概念板块名称;光通信;预减;基站;超涨;近端次新股
2991,1,制造业,小盘绩优;超涨;次新股;合资企业
2992,11,房地产业,一线龙头;基金重仓(季调);社保重仓;行业龙头;雄安新区;中小创蓝筹;国家队;MSCI大盘;大盘蓝筹;融资融券;标普道琼斯概念;融资融券标的
2993,22,采矿业,标普道琼斯概念;国家队
2994,2,制造业,预增;并购阶段(需定增)
2995,8,交通运输、仓储和邮政业,长吉图板块;低价小市值;预增;东北振兴;地方国企;中朝经济特区
2996,1,电力、热力、燃气及水生产和供应业,预增;次新股;券商重仓;行业龙头;近端次新股;大盘蓝筹
2997,20,制造业,增持;预减;举牌
2998,7,批发和零售业,汽车后市场;融资融券标的;融资融券;国家队;高送转;共享汽车;员工持股;雄安新区;超涨
2999,22,文化、体育和娱乐业,并购阶段(需定增);大消费;东北振兴;股票质押;标普道琼斯概念;地方国企;文化传媒概念
3000,18,房地产业,融资融券;股票质押;员工持股;涉矿;民营医院;合资企业;小盘成长;国家队;融资融券标的;标普道琼斯概念
3001,18,制造业,国家队;医疗改革;标普道琼斯概念;医保概念;参股药明康德;抗癌;融资融券;融资融券标的;预增
3002,20,制造业,地方国企;广东省国资;预减;国家队;调味品
3003,2,制造业,
3004,14,制造业,地方国企;北部湾自贸区;化妆品
3005,6,制造业,集成电路;手机屏幕;消费电子产业;液晶显示;国产化创新;合资企业;半导体产业;新型显示技术;芯片国产化;超涨;国家队;OLED;智能穿戴
3006,28,信息传输、软件和信息技术服务业,ST概念;安防监控;员工持股;超涨;低价小市值;车联网;*ST
3007,4,制造业,
3008,19,制造业,股权转让;打板;新型煤化工;ST概念;甲醇;*ST;重组;乙醇汽油;CDM项目;地方国企
3009,2,制造业,超涨;新型显示技术;基金重仓(季调);制造业单项冠军企业;显示屏制造装备;半导体产业;含可转债;中小创蓝筹;消费电子产业;国产化创新;手机屏幕;液晶显示;OLED
3010,20,制造业,地方国企;二线龙头;预减;大盘蓝筹;超涨
3011,22,房地产业,预减;国家队;特色小镇;融资融券;新型城镇化;融资融券标的;标普道琼斯概念
3012,2,制造业,高送转概念;标普道琼斯概念;预减;小盘成长;超涨
3013,7,制造业,含可转债;重组;反关税;智慧农业;猪产业;股票质押;员工持股;可转债
3014,12,制造业,三网融合;手机产业;重组;小米产业链;股权转让;智能电视
3015,22,制造业,科技龙头;含B股的A股;新型显示技术;员工持股;OLED;融资融券标的;触摸屏;新能源汽车;超涨;石墨烯;股票质押;MSCI大盘;标普道琼斯概念;融资融券;手机屏幕;半导体分立器件;护城河;液晶显示;行业龙头;3D玻璃;国产化创新
3016,11,制造业,3D玻璃;央企;出口型企业;十大军工集团;5G应用;激光;机器视觉;虚拟现实;国家队
3017,10,制造业,氢能;燃料电池
3018,16,电力、热力、燃气及水生产和供应业,央企;超涨
3019,7,制造业,风力发电;通用航空;国家队;制造业单项冠军企业;无人机;涉矿
3020,8,制造业,国家队;高端装备制造;融资融券;能源互联网;可转债;融资融券标的;预增;地方国企;制造业单项冠军企业
3021,25,交通运输、仓储和邮政业,预增;地方国企;含B股的A股;上海国资改革;上海自贸区;浦东新区;上海本地重组
3022,7,制造业,合资企业
3023,17,制造业,国资改革;央企;通用航空;大飞机;十大军工集团;预增;融资融券;融资融券标的
3024,8,制造业,国家队;氟化工;涉矿;股票质押;超涨
3025,3,农、林、牧、渔业,反关税;融资融券标的;大消费;大盘蓝筹;鸡产业;基金重仓(季调);国家队;一线龙头;护城河;猪产业;行业龙头;融资融券
3026,1,科学研究和技术服务业,预增;小盘成长;次新股
3027,1,制造业,超涨;次新股;近端次新股
3028,18,农、林、牧、渔业,重组;并购阶段(需定增);融资融券;融资融券标的
3029,3,信息传输、软件和信息技术服务业,移动互联网;消费电子产业;无人驾驶;虚拟现实;无人机;5G应用;车联网;可转债;国产化创新;科技龙头;超涨
3030,8,交通运输、仓储和邮政业,物流骨干网;大盘蓝筹;标普道琼斯概念;股票质押;中小创蓝筹;一线龙头;智能物流;地热能
3031,21,信息传输、软件和信息技术服务业,并购阶段(需定增);移动互联网;标普道琼斯概念
3032,1,金融业,含H股的A股;打板;可转债;标普道琼斯概念;预减;地方国企
3033,11,金融业,万得A50;社保重仓;基金减持;MSCI大盘;大盘蓝筹;陆股通50;一线龙头;融资融券;含H股的A股;沪伦通;证金概念;国家队;富时罗素概念;标普道琼斯概念;融资融券标的;基金重仓(季调);浦东新区;预增
3034,22,制造业,重组;地方国企;MSCI中盘;标普道琼斯概念;大盘蓝筹;基金重仓(季调);小盘成长
3035,26,信息传输、软件和信息技术服务业,医药电商;融资融券;数字中国;电子商务;大消费;融资融券标的;健康中国;智慧医疗;员工持股;标普道琼斯概念;医保概念
3036,7,批发和零售业,消费电子产业;合资企业;智能穿戴;5G应用;车联网
3037,24,批发和零售业,东北振兴;流感;医保概念;标普道琼斯概念;地方国企;医疗改革
3038,1,制造业,次新股;近端次新股
3039,1,制造业,合资企业;最小市值;次新股
3040,17,制造业,能源互联网;融资融券标的;央企;智能电网;国家队;超涨;融资融券;标普道琼斯概念;特高压;预增;大央企重组;护城河
3041,21,批发和零售业,东北振兴;地方国企
3042,2,信息传输、软件和信息技术服务业,移动互联网;可转债;高送转概念
3043,25,批发和零售业,大盘蓝筹;医疗改革;基因检测;标普道琼斯概念;股票质押;民营医院;生物疫苗;保底增持;干细胞;融资融券标的;智慧医疗;健康中国;融资融券
3044,22,制造业,基金重仓(季调);股票质押;行业龙头;护城河;白马股;共享汽车;MSCI中盘;超涨;宁德时代产业链;智能电网;电动物流车;标普道琼斯概念;国家队
3045,6,信息传输、软件和信息技术服务业,高送转概念;物流骨干网;物联网;智能物流;股票质押
3046,8,电力、热力、燃气及水生产和供应业,成渝特区;融资融券;地方国企;污水处理;债转股;大盘蓝筹;融资融券标的;海绵城市;标普道琼斯概念;预增;国家队;陆股通50
3047,9,制造业,干细胞;抗癌;肺炎概念;基因检测;生物疫苗;医保概念
3048,20,制造业,债转股;工业4.0;地方国企;制造业单项冠军企业;机器人;十大军工集团;机床
3049,7,制造业,轨道交通;合同能源管理;预增;国家队;涉矿;员工持股;地方国企
3050,14,制造业,医保概念;融资融券;肺炎概念;国家队;标普道琼斯概念;高校;禽流感;基因检测;生物疫苗;珠三角;食品安全;体外诊断;流感;超涨;干细胞;医疗改革;融资融券标的
3051,1,制造业,次新股;超涨;手机产业;消费电子产业
3052,17,制造业,并购阶段(需定增);含H股的A股;大消费;广东省国资;民营医院;预增;世界杯;标普道琼斯概念;国家队;白马股;超级细菌;大盘蓝筹;融资融券;基金重仓(季调);MSCI大盘;护城河;医疗器械;珠三角;融资融券标的;肺炎概念;医保概念;医疗改革;员工持股;医药电商;证金概念;行业龙头;地方国企
3053,6,制造业,生物疫苗;血液制品;中小创蓝筹
3054,28,信息传输、软件和信息技术服务业,浦东新区;地方国企;大数据;云计算;上海国资改革;含B股的A股;IDC
3055,25,电力、热力、燃气及水生产和供应业,大盘蓝筹;小盘成长;预增
3056,22,批发和零售业,融资融券;参股消费金融;国家队;O2O;标普道琼斯概念;融资融券标的;地方国企;预增
